Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontage_nan,MasVnrArea_nan,GarageYrBlt_nan
1,0.2352941176470588,RL,0.4182081213682387,0.36634390392935035,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6666666666666665,0.5,0.03676470588235294,0.09836065573770493,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.1225,Gd,TA,PConc,Gd,TA,No,GLQ,0.12508858965272857,Unf,0.0,0.06421232876712328,0.14009819967266776,GasA,Ex,Y,SBrkr,0.35615474820438253,0.4135593220338983,0.0,0.5777122882260084,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,Gd,0.5,Typ,0.0,missing,Attchd,0.04672897196261682,RFn,0.5,0.38645980253878703,TA,TA,Y,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.09090909090909091,0.5,WD,Normal,12.247694320220994,0,0,0
2,0.0,RL,0.49506374709743084,0.39131676594912324,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,Rare_var,Feedr,Norm,1Fam,1Story,0.5555555555555556,0.875,0.22794117647058823,0.5245901639344263,Gable,CompShg,MetalSd,MetalSd,missing,0.0,TA,TA,CBlock,Gd,TA,Gd,ALQ,0.1732813607370659,Unf,0.0,0.12157534246575341,0.2065466448445172,GasA,Ex,Y,SBrkr,0.5030560164904583,0.0,0.0,0.4702445078729567,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,TA,0.33333333333333337,Typ,0.3333333333333333,TA,Attchd,0.2897196261682243,RFn,0.5,0.3244005641748942,TA,TA,Y,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.36363636363636365,0.25,WD,Normal,12.109010932687042,0,0,0
3,0.2352941176470588,RL,0.4349089973815976,0.4223585003026551,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,0.6666666666666665,0.5,0.051470588235294115,0.11475409836065574,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.10125,Gd,TA,PConc,Gd,TA,Mn,GLQ,0.08610914245216159,Unf,0.0,0.1857876712328767,0.15057283142389527,GasA,Ex,Y,SBrkr,0.3834410394874981,0.41937046004842615,0.0,0.59309515868294,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,Gd,0.33333333333333337,Typ,0.3333333333333333,TA,Attchd,0.06542056074766354,RFn,0.5,0.4287729196050776,TA,TA,Y,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.7272727272727273,0.5,WD,Normal,12.31716669303576,0,0,0
4,0.2941176470588235,RL,0.38858111692291897,0.3902947416306548,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,2Story,0.6666666666666665,0.5,0.6691176470588235,0.6065573770491803,Gable,CompShg,Wd Sdng,Wd Shng,missing,0.0,TA,TA,BrkTil,TA,Gd,No,ALQ,0.03827072997873848,Unf,0.0,0.23116438356164382,0.12373158756137481,GasA,Gd,Y,SBrkr,0.39994101331885457,0.36610169491525424,0.0,0.5791574328965412,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,Gd,0.41666666666666663,Typ,0.3333333333333333,Gd,Detchd,0.07476635514018691,Unf,0.75,0.4527503526093089,TA,TA,Y,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,missing,missing,missing,0.0,0.09090909090909091,0.0,WD,Abnorml,11.84939770159144,0,0,0
5,0.2352941176470588,RL,0.5131229364071093,0.46876115019364417,Pave,missing,IR1,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,0.7777777777777777,0.5,0.058823529411764705,0.14754098360655737,Gable,CompShg,VinylSd,VinylSd,BrkFace,0.21875,Gd,TA,PConc,Gd,TA,Av,GLQ,0.11605244507441531,Unf,0.0,0.20976027397260272,0.18739770867430444,GasA,Ex,Y,SBrkr,0.4662370521602308,0.5099273607748184,0.0,0.6665228823649914,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,Gd,0.5833333333333334,Typ,0.3333333333333333,TA,Attchd,0.07476635514018691,RFn,0.75,0.5895627644569816,TA,TA,Y,0.22403733955659275,0.15356489945155394,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.9999999999999999,0.5,WD,Normal,12.429216196844383,0,0,0
6,0.17647058823529413,RL,0.5175033420618727,0.4667608511414305,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1.5Fin,0.4444444444444445,0.5,0.11764705882352941,0.2459016393442623,Gable,CompShg,VinylSd,VinylSd,missing,0.0,TA,TA,Rare_var,Gd,TA,No,GLQ,0.12969525159461376,Unf,0.0,0.0273972602739726,0.13027823240589198,GasA,Ex,Y,SBrkr,0.3286535459838906,0.27409200968523,0.0,0.4972202460326831,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,TA,0.24999999999999997,Typ,0.0,missing,Attchd,0.14953271028037382,Unf,0.5,0.3385049365303244,TA,TA,Y,0.04667444574095682,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,missing,MnPrv,Shed,0.04516129032258065,0.8181818181818182,0.75,WD,Normal,11.870599909242044,0,0,0
7,0.0,RL,0.4711754616031938,0.4009434910197882,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,0.7777777777777777,0.5,0.022058823529411763,0.04918032786885246,Gable,CompShg,VinylSd,VinylSd,Stone,0.11625,Gd,TA,PConc,Ex,TA,Av,GLQ,0.24255846917080087,Unf,0.0,0.13570205479452055,0.27594108019639935,GasA,Ex,Y,SBrkr,0.6144648399515797,0.0,0.0,0.574386761705187,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,Gd,0.41666666666666663,Typ,0.3333333333333333,Gd,Attchd,0.02803738317757009,RFn,0.5,0.4485190409026798,TA,TA,Y,0.2975495915985997,0.10420475319926874,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.6363636363636364,0.25,WD,Normal,12.634603026569334,0,0,0
8,0.2352941176470588,RL,0.4403125963841563,0.4066434667460965,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,0.6666666666666665,0.625,0.2647058823529412,0.6065573770491803,Gable,CompShg,HdBoard,HdBoard,Stone,0.15,TA,TA,CBlock,Gd,TA,Mn,ALQ,0.15219702338766833,BLQ,0.021709633649932156,0.09246575342465753,0.1811783960720131,GasA,Ex,Y,SBrkr,0.45346455438611244,0.47602905569007264,0.0,0.6486996026216678,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,TA,0.41666666666666663,Typ,0.6666666666666666,TA,Attchd,0.3364485981308411,RFn,0.5,0.3413258110014104,TA,TA,Y,0.2742123687281213,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,missing,missing,Shed,0.022580645161290325,0.9090909090909091,0.75,WD,Normal,12.206072645530174,1,0,0
9,0.17647058823529413,RM,0.3284263672070855,0.30320468089956254,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,0.6666666666666665,0.5,0.5661764705882353,0.9672131147540984,Gable,CompShg,BrkFace,Wd Shng,missing,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,0.40753424657534243,0.155810147299509,GasA,Gd,Y,FuseF,0.42323069565212057,0.3641646489104116,0.0,0.5907103163127223,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,TA,0.5,Min1,0.6666666666666666,TA,Detchd,0.719626168224299,Unf,0.5,0.3300423131170663,Fa,TA,Y,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,missing,missing,missing,0.0,0.2727272727272727,0.5,WD,Abnorml,11.77452020265869,0,0,0
10,1.0,RL,0.32109662357415125,0.34090313546925666,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Artery,Rare_var,2fmCon,Rare_var,0.4444444444444445,0.625,0.5073529411764706,0.9672131147540984,Gable,CompShg,MetalSd,MetalSd,missing,0.0,TA,TA,BrkTil,TA,TA,No,GLQ,0.15077958894401133,Unf,0.0,0.059931506849315065,0.16219312602291328,GasA,Ex,Y,SBrkr,0.44306737973260546,0.0,0.0,0.41416859178121257,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,TA,0.24999999999999997,Typ,0.6666666666666666,TA,Attchd,0.6448598130841121,RFn,0.25,0.14456981664315938,Rare_var,TA,Y,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.0,0.5,WD,Normal,11.678439903447801,0,0,0
11,0.0,RL,0.44563844305834177,0.42148670726993065,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.4444444444444445,0.5,0.3161764705882353,0.7213114754098361,Hip,CompShg,HdBoard,HdBoard,missing,0.0,TA,TA,CBlock,TA,TA,No,Rec,0.16052445074415309,Unf,0.0,0.05736301369863013,0.17021276595744683,GasA,Ex,Y,SBrkr,0.42983784733895325,0.0,0.0,0.4018019472209433,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,TA,0.24999999999999997,Typ,0.0,missing,Detchd,0.40186915887850466,Unf,0.25,0.27080394922425954,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.09090909090909091,0.5,WD,Normal,11.771436160121729,0,0,0
12,0.2352941176470588,RL,0.5175033420618727,0.4337463155279633,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,0.8888888888888888,0.5,0.007352941176470588,0.01639344262295082,Hip,CompShg,WdShing,Wd Shng,Stone,0.17875,Ex,TA,PConc,Ex,TA,No,GLQ,0.17682494684620836,Unf,0.0,0.07577054794520548,0.19230769230769232,GasA,Ex,Y,SBrkr,0.47827247479972934,0.5530266343825666,0.0,0.6862416243752785,0.3333333333333333,0.0,1.0,0.0,0.5,0.3333333333333333,Ex,0.75,Typ,0.6666666666666666,Gd,BuiltIn,0.009345794392523364,Fin,0.75,0.5190409026798307,TA,TA,Y,0.17152858809801633,0.038391224862888484,0.0,0.0,0.0,0.0,missing,missing,missing,0.0,0.5454545454545454,0.0,New,Partial,12.751299696013497,0,0,0
13,0.0,RL,0.4403125963841563,0.4501731759854719,Pave,missing,IR2,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,0.4444444444444445,0.625,0.3382352941176471,0.7704918032786886,Hip,CompShg,HdBoard,Plywood,missing,0.0,TA,TA,CBlock,TA,TA,No,ALQ,0.13058114812189936,Unf,0.0,0.07491438356164383,0.14926350245499184,GasA,TA,Y,SBrkr,0.38013592369171967,0.0,0.0,0.35534179992186843,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.3333333333333333,TA,0.16666666666666666,Typ,0.0,missing,Detchd,0.42990654205607476,Unf,0.25,0.24823695345557123,TA,TA,Y,0.16336056009334887,0.0,0.0,0.0,0.36666666666666664,0.0,missing,missing,missing,0.0,0.7272727272727273,0.5,WD,Normal,11.877568578558138,1,0,0
